num,date,mos,mean_temp,min_temp,max_temp,rain,wind,hum,atm,sun,cloud,g_temp,b_eva,s_eva
693,2018-09-18,3450,22,17.7,26.5,,1.2,59.8,1006.6,15.9,8.3,25.5,3.3,4.7
694,2018-09-19,3183,22.1,18.9,26.6,0.2,1,59.1,1004.1,10.7,9.5,24.4,2.3,3.3
695,2018-09-20,3112,19,17.8,20.1,5,1.8,82.4,1000.7,4.1,10,19.8,1,1.4
696,2018-09-21,3194,19.4,17.6,21.9,18,1.3,85.8,1000.3,6.3,9.3,20.8,1.3,1.8
697,2018-09-22,2737,20.8,17.2,25.5,6.5,1.8,62.3,1004.6,19.1,2.1,21.1,4.2,6.1
698,2018-09-23,3348,19.4,15.6,25.3,0,1.6,52.9,1005.8,14.8,4.4,19.9,3.7,5.3
699,2018-09-24,3542,17.6,14.2,22.1,,2.1,48.3,1008.7,21,1.1,19.3,4.5,6.4
700,2018-09-25,2591,17.8,10.8,24.3,,1.1,48,1009.5,20.2,2.1,19.8,4.1,5.8
701,2018-09-26,2757,19.4,16.2,24.8,,1.7,47.9,1009.8,17.1,5,21.8,3.8,5.4
702,2018-09-27,2587,18.9,13.2,25,,1.3,47.6,1008.9,18.3,0.9,20,3.4,4.9
703,2018-09-28,2200,17.5,14.3,22.2,,1.2,58.1,1008.5,8.8,6.1,18.6,1.9,2.8
704,2018-09-29,1731,20.2,14.6,27,,1,55.5,1003.9,19.4,0.4,21.9,3.5,5
705,2018-09-30,2018,17.6,14,21.6,,2.3,52.5,996.1,17,0.6,21.2,4.2,6
706,2018-10-01,2031,15.4,13,19.7,0,2.9,55.1,997.9,15.1,4.5,19,3.1,4.4
707,2018-10-02,1634,15.9,10.3,22,,1.6,61.4,1007.1,18.8,0.5,19.4,3.6,5.1
708,2018-10-03,1396,17.3,11.2,24.2,,1.3,58,1011.7,18.5,0,19.8,3.6,5.2
709,2018-10-04,1549,19.3,13,25.6,,1.3,56.5,1013.5,15.9,6.5,20.7,3.3,4.8
710,2018-10-05,2487,16.9,15.7,19,36.5,1.7,84.1,1008.1,2.7,9.8,17,0.6,0.9
711,2018-10-06,1221,18,16.3,21.7,55.5,2.2,84,997.1,6.9,7.5,18.8,1.5,2.2
712,2018-10-07,1340,16.4,12.3,21.1,,1.7,53.5,1006.6,15.7,2.9,16.2,3.2,4.5
713,2018-10-08,1149,14.8,9.2,20.9,,1.1,47,1009.3,15.3,4.4,14.1,2.9,4.1
714,2018-10-09,752,15.3,10.7,19.8,0,1.1,52.5,1005.9,8.9,9,14.3,1.9,2.8
715,2018-10-10,1464,12,7.9,16.7,7,2.5,61,1007.1,10.3,6.8,13.1,2.2,3.1
716,2018-10-11,269,9.7,6.1,13.9,,2.1,51,1012.5,15.4,1.4,8.9,2.8,4
717,2018-10-12,296,10.9,5.2,17.4,,1.3,54,1015.6,17.7,0,12.7,2.9,4.2
718,2018-10-13,329,12.5,6.1,19.8,,1,54,1015.2,16.8,0,13.8,2.8,4
719,2018-10-14,351,13.2,6.8,20.3,,1.5,60,1012.5,16.1,3.4,14.9,2.9,4.1
720,2018-10-15,724,15.2,10.9,21,,1.4,69.9,1009.9,11.3,4,15.7,2.2,3.1
721,2018-10-16,894,14.5,9.9,20.3,,1.3,55.9,1006.5,13.2,5.6,15.4,2.6,3.8
722,2018-10-17,568,12.4,8.4,18.6,,1.3,53.3,1005.8,16.4,0,14.9,3,4.3
723,2018-10-18,435,12.7,7.5,19,,1.1,59.5,1010,13.4,3.1,14.8,2.3,3.3
724,2018-10-19,853,13.1,7.2,20.4,,1.4,54.3,1014.9,16.2,0,14.9,3.2,4.5
725,2018-10-20,809,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
726,2018-10-21,634,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
727,2018-10-22,486,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
728,2018-10-23,444,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
729,2018-10-24,370,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
730,2018-10-25,379,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
731,2018-10-26,765,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
732,2018-10-27,301,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
733,2018-10-28,95,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
734,2018-10-29,72,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
735,2018-10-30,24,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
736,2018-10-31,148,13.4,6.9,21.4,,1.2,53.9,1015.3,16,1.1,15.1,3.2,4.5
737,2019-05-01,1345,16.4,11.2,22.2,,2.3,48.9,996.4,24.4,1.9,20.2,5.1,7.3
738,2019-05-02,1507,17.1,10.6,25.3,,2.3,28.5,1001.6,27.3,0,21.3,6.7,9.6
739,2019-05-03,1258,17.9,10.1,26.1,,1.6,37.5,1006.4,25.6,0,21.9,5.9,8.4
740,2019-05-04,1137,19.5,12,27.4,,1.7,40.4,1007.8,22.1,4.9,22.3,5.1,7.3
741,2019-05-05,1315,19.2,13.6,26.5,,2.2,35.8,1005.8,25.1,5.1,23.9,7.1,10.1
742,2019-05-06,1108,14.5,9.8,19.8,0,3.1,27.1,1006.4,28.3,0.3,22.8,6.6,9.4
743,2019-05-07,1172,15,8.4,21.9,,2.3,33.4,1005.7,27,0,22.1,6.2,8.8
744,2019-05-08,1031,15.6,10.1,21.3,,2.3,48.3,1002.1,23.4,6.1,21.3,4.5,6.4
745,2019-05-09,1169,16.6,11.7,22.9,,2.2,43.3,1000.8,25.5,3.1,23.9,5.8,8.3
746,2019-05-10,1300,17.8,10.3,26.8,,1.9,48,1003.1,25.2,3.5,24.4,5.2,7.4
747,2019-05-11,1636,20.3,13.2,28.3,,1.8,39,1003.7,25.2,2,26.4,6,8.6
748,2019-05-12,1633,21.6,14.7,28.9,,1.5,36,1004.8,21.8,4.3,26.8,5.2,7.4
749,2019-05-13,1543,18.7,15.5,22.8,0,1.6,43.4,1004.4,8.5,8.3,19.2,2.5,3.6
750,2019-05-14,1364,19.6,12.9,26.9,,1.6,44.5,1003,25.4,1.6,25.8,5.4,7.6
751,2019-05-15,1395,20.7,14.8,28,,1.7,48.1,1002.9,21.2,4.5,26.8,4.8,6.9
752,2019-05-16,1421,23.5,16.7,30,,1.5,43.8,1001.9,25.2,2.5,29.9,5.7,8.1
753,2019-05-17,1629,23.6,17.6,28.3,,1.2,44.9,1002.2,14.7,7.5,26.1,3.6,5.1
754,2019-05-18,1531,22.8,19.1,25.9,0,2.1,46.8,1001.8,16.3,8.5,28.2,3.7,5.2
755,2019-05-19,1697,19.4,17.9,21.6,22,1.2,93,998.8,5.2,10,20.4,1.2,1.7
756,2019-05-20,1698,16.4,13,20.2,8.7,3.4,63.6,994.9,25,4.5,18.6,4.8,6.9
757,2019-05-21,1533,17.2,11.7,23.8,,2.9,52,995.2,28.9,0,21.8,6.1,8.7
758,2019-05-22,1973,19.5,12.3,26.5,,2.4,46,995.3,27.5,1.4,25.1,6.7,9.6
759,2019-05-23,1856,22.1,15,29.2,,1.7,45,998.4,27.4,0,28.5,6.4,9.1
760,2019-05-24,1715,24.2,16.2,33.4,,1.7,46.4,1000.8,26.1,1.4,30.6,6,8.5
761,2019-05-25,1543,23.4,18.4,28.6,,1.6,45.6,1005,18.8,7.9,26.7,4.9,7
762,2019-05-26,1523,24.5,18.6,31.1,,1.8,39,1003.7,25.8,6,30.5,5.9,8.5
763,2019-05-27,1724,17.8,14.3,22.3,7.1,2.4,80.9,994.5,2.3,8.6,18.2,1.3,1.8
764,2019-05-28,1310,18.1,11.9,24.6,,2.6,45.9,1000.7,28,2.1,21.8,6.3,9
765,2019-05-29,1975,20.3,13.3,26.5,,2,48.4,999.7,28.5,0.4,26.2,6.4,9.2
766,2019-05-30,2127,19.6,14.6,24.5,0,2.4,48,1000.7,18.3,7.9,23.8,4.7,6.7
767,2019-05-31,1596,19.1,16.1,23.3,,2.8,49.6,1000.3,27.5,2.3,26.5,5.5,7.9
768,2019-06-01,1859,18.9,14.8,23.7,,1.9,60.5,1000.1,21.1,5.5,24.8,4.1,5.9
769,2019-06-02,1824,21.1,14.1,27.8,,1.7,42.1,997.6,26.5,0.6,27.8,5.9,8.4
770,2019-06-03,1858,23.1,16,29.5,,1.8,42.9,997.9,25.6,0.6,30.1,5.7,8.2
771,2019-06-04,1933,22.6,17.6,29,,2.2,56.4,999.3,26.2,3,29.9,5.5,7.9
772,2019-06-05,1927,23,17.8,29.6,,1.8,63.8,1001.8,24.1,5.4,31.4,5,7.2
773,2019-06-06,1805,21.2,18.6,25.1,7.5,1.2,75.9,999.9,5.3,9.1,22.4,1.2,1.7
774,2019-06-07,1867,20,17,24.7,35.3,1.9,77.3,993.5,13.4,7.4,21,3.1,4.4
775,2019-06-08,1902,21.9,16,27.6,,1.4,57.5,997.9,21.1,5.9,22.8,4.1,5.8
776,2019-06-09,2399,21.6,17.1,26.5,2.5,1.8,66.1,995.5,16.9,8.9,23.7,3.2,4.6
777,2019-06-10,2214,18.4,15.7,21.9,9.5,1.6,70.3,997.3,11,8,19.7,2.6,3.7
778,2019-06-11,1867,20.5,15.5,26.1,,1.4,51.1,998.8,21.6,3.5,21.9,4.3,6.1
779,2019-06-12,2216,21.5,16.1,26.4,,1.8,57.1,1000.3,25.3,1.1,24.4,5.1,7.3
780,2019-06-13,2247,23,16.6,28.8,,1.7,51.9,999.7,27.4,3.1,27.2,5.7,8.2
781,2019-06-14,2313,23,19.1,28.4,,1.8,54.8,995.3,19.5,6.1,27,5,7.2
782,2019-06-15,2047,21.9,17.9,27.4,2.1,2.4,61.5,990.5,25.9,3.1,26,5.2,7.5
783,2019-06-16,2201,22,16.1,27.2,,1.6,55.4,996.7,22.5,3.9,24.7,4.6,6.5
784,2019-06-17,2827,21.7,18.1,26.2,0,2.3,59.1,1001.8,25.4,4.5,28.2,4.6,6.6
785,2019-06-18,2864,20.8,17,24.8,13.8,1.5,78.6,1000.3,11.3,9.5,22.5,2.2,3.2
786,2019-06-19,3026,21.4,18.9,25.4,0.2,1.9,77.8,997.8,11.2,9.4,23,2.5,3.5
787,2019-06-20,3427,22.7,19.8,27.8,,1.9,70.6,997.1,20.9,8,25.9,3.9,5.6
788,2019-06-21,3624,22.1,19.4,26.1,0.2,1.7,72.9,996.1,12.5,7.3,25.2,3,4.3
789,2019-06-22,3909,24.2,17.7,30.6,,1.5,42.3,996.5,27,2.1,28.8,5.9,8.5
790,2019-06-23,3499,25,19.1,31,,1.8,40.4,998.2,26.1,3,30.7,5.9,8.4
791,2019-06-24,3676,25.2,20.9,30.9,,2,46.9,1001.9,27.6,1.6,32.4,6.2,8.8
792,2019-06-25,3651,25.6,19.5,32.8,,1.6,49.1,1004.2,27.1,1.3,32.6,5.9,8.4
793,2019-06-26,4436,25.5,20.7,29.5,0,1.3,52.6,998.4,12.1,9.5,29.3,2.7,3.9
794,2019-06-27,3666,25.5,21.9,31.2,1.4,1.4,70.5,990.9,14.8,8.3,29.5,3.3,4.7
795,2019-06-28,5309,24.7,22.3,29,0,1.7,67.3,991.9,10.9,8.5,29.6,2.4,3.4
796,2019-06-29,4744,23.1,19.6,27.7,1.5,1.2,72,988.3,12.5,8.1,24.4,2.8,4.1
797,2019-06-30,5113,23.9,20.9,28.5,0,2.3,73.5,990.7,16.3,6.9,28.3,3.3,4.8
798,2019-07-01,5525,23.9,20.6,28.9,,2.3,64.4,995.4,20.3,4.9,29.6,4.5,6.5
799,2019-07-02,5547,24.4,20.8,30.1,,2.3,63.5,998.8,21.1,4,30,4.7,6.7
800,2019-07-03,5555,24.1,21.2,27.4,,1.7,64.6,998.1,12.6,6.4,26.9,3.1,4.4
801,2019-07-04,5538,25.4,20,32.8,,1.9,59.6,996.5,27.4,2.4,32.8,6.4,9.2
802,2019-07-05,5994,27.6,20.2,35,0,1.5,42.1,993.2,24.8,3.8,32,6.1,8.7
803,2019-07-06,5791,29.7,24.6,36.1,,1.7,40.9,994.1,25.9,3.4,37.1,6.7,9.5
804,2019-07-07,5374,26.7,22.7,32.5,,2.2,43.3,997.5,22.4,7.5,33.8,5.6,8
805,2019-07-08,4811,25.1,21.2,31,,2,46.6,997.9,20.5,6,32.9,5.5,7.8
806,2019-07-09,4802,25,19.7,30,,1.8,46.4,996.7,18.2,4.9,29.8,4.6,6.5
807,2019-07-10,4600,22.7,19.3,27.3,8.5,2,64.1,997.3,13.4,8.4,26.8,2.7,3.8
808,2019-07-11,4951,21.9,19.5,25.9,2.9,1.3,76.9,995.2,8.6,9.9,23.2,2,2.8
809,2019-07-12,4828,23.6,20,28.7,,2,65.5,996.3,18.4,6.8,26.1,3.8,5.4
810,2019-07-13,5670,24.9,22.1,29.7,0,1.7,67.3,992,15,6.4,28.3,3.4,4.9
811,2019-07-14,5523,25.9,21.2,31.6,,1.6,64.6,992.6,20.4,4.5,29.4,4.2,6.1
812,2019-07-15,6137,23.8,22.1,27.4,7.7,1.1,80,997.2,7.3,7.5,24.6,1.5,2.1
813,2019-07-16,4599,24.7,21.4,28.8,6.3,1.3,79,1000.7,13.4,7.3,25.7,2.7,3.9
814,2019-07-17,5116,25.6,22.3,29.2,0.7,1.2,73.9,1001.2,11.2,9,26.4,2.2,3.2
815,2019-07-18,5144,26.9,23.3,32.1,,1.2,65,998.7,12.8,6.4,26.5,3.3,4.7
816,2019-07-19,5566,28.6,22.8,35,0,1.5,61.3,996.4,21.8,4.6,30.9,4.8,6.9
817,2019-07-20,4361,28,25.1,31.9,1.1,2.1,66.9,990.8,10.9,9.5,28.4,2.7,3.9
818,2019-07-21,3667,25.1,24.2,27,6.2,2.2,87.1,991.8,6.2,9.4,26.6,1.6,2.2
819,2019-07-22,4437,26.7,24.2,31,0.1,2.2,74.6,996.3,13.1,7.5,26.9,2.9,4.2
820,2019-07-23,4675,28.1,24.4,32.9,,1.7,70.8,995.3,13.3,8.6,29.3,3.1,4.4
821,2019-07-24,4418,26.5,25.2,27.2,1,1.6,82.3,994.5,3.2,9.6,26.5,1,1.4
822,2019-07-25,3046,26.3,25.6,27.4,9.7,1.2,90.1,994.6,3.5,9.9,26.6,0.8,1.2
823,2019-07-26,4017,25.1,23.7,25.9,60,1.7,95.3,993.9,2.4,9.9,25.4,0.8,1.1
824,2019-07-27,3552,28.4,24.9,33.4,0.6,1.3,76.6,995.7,15.3,7.6,29.6,3.2,4.5
825,2019-07-28,4158,26.1,25,28.2,25.6,2.2,88.3,998.2,2.9,9.8,26.4,1.1,1.5
826,2019-07-29,3500,27.5,25.6,30,0.5,2.6,74.5,999.2,9.4,8,27.5,2.8,4
827,2019-07-30,3068,28.1,26.3,30.8,1.2,3.4,75.3,997.1,8.3,8.8,27.2,2.4,3.5
828,2019-07-31,3431,25.8,24,27.5,62.3,2.2,91.1,999.3,3,9.8,25.7,0.8,1.2
829,2019-08-01,2904,26.3,23.5,30.1,26.9,1.7,86.4,1002,13.6,7.8,26.7,2.6,3.8
830,2019-08-02,2534,28.4,24.7,33.1,,1.2,74.6,1001.8,15.7,3.5,28.8,3.6,5.1
831,2019-08-03,2482,29.4,25.6,36,3,1.3,69,1001,21,3.6,30.5,4.4,6.3
832,2019-08-04,2281,28.3,25,34.4,8.6,1.2,75.9,1000.9,17.5,5.8,29.6,3.6,5.1
833,2019-08-05,2378,30.5,25.6,35.9,,1.1,65.5,999.7,20.7,2.5,30.5,4.6,6.6
834,2019-08-06,2290,31.6,27.9,36.8,,1.5,51.4,996.9,22.9,6.8,31.7,5.2,7.4
835,2019-08-07,2028,26.9,23.9,30.3,8,1.2,78.1,995.6,6.9,8,27.5,1.6,2.2
836,2019-08-08,1958,28.9,25.9,32.7,0,1.6,71.4,998.3,15.9,6.6,29.7,3.6,5.2
837,2019-08-09,2024,29.8,26,34.6,,1.3,69,997.7,19.4,4.9,30.3,4.2,6
838,2019-08-10,2283,31.5,26.6,36.5,,1.5,57.9,996,22.7,5.1,33.1,5.7,8.1
839,2019-08-11,2350,30.4,26.3,35.7,6.7,2.5,53.6,992.2,21.5,6.8,33.2,5.2,7.4
840,2019-08-12,2115,26.6,24.8,28.5,56.2,1.3,91.8,990.7,4.8,8.9,26.8,1.1,1.6
841,2019-08-13,2012,29.2,25.1,35.3,6.4,1.5,76.9,992.7,16.9,7.4,30.7,3.9,5.6
842,2019-08-14,2646,30.4,25.9,35.7,,1.5,63.9,990.2,21,4,30.5,4.7,6.7
843,2019-08-15,2073,25.9,23.9,28.6,16.2,1.3,82,983.8,5.5,9.1,27,1.1,1.6
844,2019-08-16,1596,25.9,23,29.5,0.1,2.2,74.5,985.6,14.1,6.3,27.3,3.4,4.8
845,2019-08-17,2183,25.9,23.4,28.8,0,2.5,69.5,991.5,13.3,5,26.9,3.2,4.6
846,2019-08-18,1935,25.6,22.6,30.7,,1.7,66.5,996.9,18.6,4.5,28.1,4,5.7
847,2019-08-19,2134,26.3,21.2,31.3,,1.1,60.6,999.7,18.2,4.6,27.2,3.8,5.4
848,2019-08-20,2505,28.2,23.2,32.8,,1.5,56.3,999.9,21.1,2.6,30.2,4.5,6.4
849,2019-08-21,2565,27,24.4,30.4,1.3,1.2,67.3,998.5,11.4,7.6,29.2,2.5,3.6
850,2019-08-22,2679,26.9,23,31.4,,1.7,66.5,996.5,23.2,6.3,31.5,5.1,7.2
851,2019-08-23,3312,26.2,22.7,30.5,,2.1,58.4,998.4,23.8,4.4,31.7,5.5,7.9
852,2019-08-24,3226,24.1,21.5,27.3,,1.5,60.9,1000.6,8.3,5.5,26.7,2.2,3.2
853,2019-08-25,2481,25,20.2,29.9,,1.5,66.6,1002.8,17.9,3.4,30.9,3.9,5.6
854,2019-08-26,2651,26.4,21.5,32.1,,1.2,63.8,1002,18.4,6.4,31.5,3.6,5.1
855,2019-08-27,2835,25.7,22.2,29.3,20,1,71.1,997.7,13.2,8.1,26.4,2.8,4
856,2019-08-28,2604,26.1,23.6,30.2,,1.9,66.2,996.6,,5.9,27.7,2,2.9
857,2019-08-29,2911,23.4,20.1,26.4,36.9,2.2,77.1,995.9,,5.6,25.9,2.2,3.2
858,2019-08-30,2591,22.6,19.5,27,0.2,2.4,66.3,998.8,17.8,5.3,24.1,4,5.7
859,2019-08-31,2559,23.5,18.5,28.9,,1.9,65,1003.4,21.1,2.3,25,4.3,6.1
860,2019-09-01,2352,23.7,19.2,27.8,,1.4,64,1006.8,15.2,6.1,23.8,3.1,4.4
861,2019-09-02,2506,24.4,19.4,29.7,,1.6,56.6,1006.5,16.9,6.1,24.8,3.7,5.3
862,2019-09-03,2742,24.1,22,28,0,2.3,67.6,1005.3,11.6,8.5,26.3,2.9,4.1
863,2019-09-04,2564,22.8,21.2,25.5,22.7,2.5,89,1003.1,5.7,9.3,23.5,1.1,1.6
864,2019-09-05,2900,23,21.5,27.6,36.4,2,91.4,1001.9,6.1,9,23.7,1.4,1.9
865,2019-09-06,2914,25.3,21.6,29.1,2.4,2.1,79.8,999.2,9.3,10,25.5,2.6,3.7
866,2019-09-07,3141,25.7,22.6,29.5,2.8,6,72.9,987.7,3,10,24.1,2.3,3.3
867,2019-09-08,3008,24.7,22.9,27.3,0,1.9,76.9,998.3,9.3,9.3,25.1,1.9,2.8
868,2019-09-09,3361,25.1,22.4,28,0,1.7,74.3,1000.6,10,9.3,25.2,2.3,3.3
869,2019-09-10,3310,23.8,22.1,26.5,63.2,2.4,93.4,1001.7,5.7,9.8,24.4,1.3,1.9
870,2019-09-11,2797,24.3,20.4,28.7,7.6,3.1,71.4,1004.6,16.6,7.9,24.9,4.1,5.9
871,2019-09-12,2580,21,18.7,22.9,3.9,2.6,72.3,1006.6,4.1,9.8,21.9,1.8,2.6
872,2019-09-13,2518,23.3,18.3,29.3,0.1,1.7,60.4,1003.6,21.4,4.3,24.4,3.9,5.6
873,2019-09-14,3337,22.4,20.8,24.1,0.3,1.2,80,1001.6,3.3,8.8,22.9,1.1,1.6
874,2019-09-15,2530,24.2,19.5,30,,1.7,70.4,1000.8,18.2,5.5,25.2,3.6,5.1
875,2019-09-16,3592,24.5,20.7,30.5,,2.1,53,1001,19.9,3.6,27.4,5.6,8
876,2019-09-17,3865,23.5,18,29,,2.1,41.6,1004.7,20,6.4,25.4,4.8,6.8
877,2019-09-18,3058,21,16,25.4,,3.1,46,1006.7,21.9,1.1,25.4,5.6,8.1
878,2019-09-19,2935,19.5,13.6,26,,1.9,46.5,1008.2,19.8,3.5,23.3,4.1,5.9
879,2019-09-20,2534,19.6,15.8,24.2,,2.1,52.8,1007.5,8.6,9.4,21.5,2.7,3.9
880,2019-09-21,2677,19.6,18.3,22.1,,2,60.3,1009.1,4.4,9.6,20.8,1.9,2.7
881,2019-09-22,2193,18.6,17.3,19.6,0.4,3.8,63.4,1003.2,3.2,9.4,18.5,2.6,3.6
882,2019-09-23,2704,20,16.9,24.6,,2.2,51.1,1004.4,16.9,3.1,20.2,3.4,4.9
883,2019-09-24,2283,19.8,13.9,26.5,,1.8,61.3,1008.6,20.2,0,23,4.2,6
884,2019-09-25,2344,20.9,14.8,27.4,,1.4,64.4,1011.7,16.4,5.9,23.4,3.1,4.4
885,2019-09-26,2392,22.9,17.7,29,,1.9,59.3,1013.6,15.5,8.4,25.1,3.5,5
886,2019-09-27,2521,22.9,19.6,27,,1.9,57.5,1012.1,10.4,8.6,24.4,2.8,4
887,2019-09-28,2393,23.7,19.4,29.2,,1.7,58.9,1008.1,16,3.8,25.8,3.3,4.8
888,2019-09-29,2592,22.6,17.9,28.6,,1.7,60.6,1006.7,18.8,0.3,24.7,4.3,6.2
889,2019-09-30,2631,22.4,16.4,29.9,,1.6,61,1006.8,18.4,0,24.3,4,5.7
890,2019-10-01,2569,23.1,17.6,28.2,,1.8,67.1,1007.9,13.1,6.8,24.5,2.8,3.9
891,2019-10-02,2493,21.6,20,24.2,23.1,3,88,1001.7,3.4,9.9,22.2,1,1.5
892,2019-10-03,2445,22.4,19.8,27.3,4.6,2.8,73.4,996.4,10.1,6.3,22.6,2.6,3.7
893,2019-10-04,2503,22.4,18,27.8,,2.1,71.5,1002.4,16.2,3.6,22.9,3.1,4.5
894,2019-10-05,3150,18.7,14.7,21.9,0.6,2.9,72.6,1006.1,8.2,7,20.8,2.5,3.6
895,2019-10-06,2136,18.1,13.2,22.7,,2.9,53.4,1012.3,16.2,6.1,19.1,3.1,4.4
896,2019-10-07,2471,14.8,13.3,17.9,25.4,1.8,92,1007.9,1.5,9.5,16.7,0.6,0.8
897,2019-10-08,731,14.7,10.6,19.8,,2.6,58.8,1008.2,16.8,2.6,16.7,3.9,5.6
898,2019-10-09,847,13.6,7.7,20.4,,1.7,48.3,1009.5,17.4,1.9,14.1,3.4,4.9
899,2019-10-10,861,15.2,10.7,19.8,,1.3,60.9,1006.3,8.1,9,16,1.7,2.4
900,2019-10-11,1111,18.8,13,26.1,,1.9,60,1005.2,16.4,0.9,18.4,3.8,5.5
901,2019-10-12,1872,17.9,13.3,23.3,,3.5,49.3,1008,17.4,0.6,18.2,4.7,6.7
902,2019-10-13,1573,17.2,12.1,23.8,,1.9,52.6,1012.2,16.5,2.1,17.8,3.2,4.6
903,2019-10-14,1135,14.4,9.5,19.6,,2.5,56.9,1014.8,14.5,1.9,17.1,3.3,4.8
904,2019-10-15,609,14.5,8.8,20.4,,1.6,55.6,1017.6,14.1,3,14.5,2.5,3.6
905,2019-10-16,624,14.6,9,20.8,,1.6,58.3,1016,15.6,5.3,16.3,3,4.3
906,2019-10-17,874,15.4,11.2,21.6,,1.7,56,1014.1,12,4.8,17.2,2.8,3.9
907,2019-10-18,707,17,12,22.7,,2.4,58.3,1011.9,12.1,7.1,17.4,2.9,4.1
908,2019-10-19,1244,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
909,2019-10-20,896,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
910,2019-10-21,901,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
911,2019-10-22,936,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
912,2019-10-23,"1,004",17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
913,2019-10-24,"1,125",17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
914,2019-10-25,"1,276",17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
915,2019-10-26,725,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
916,2019-10-27,181,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
917,2019-10-28,266,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
918,2019-10-29,439,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
919,2019-10-30,206,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
920,2019-10-31,185,17,12.1,23.1,,1.8,63.8,1010.4,15.2,0.8,17.5,2.8,4
921,2020-05-01,842,20.2,16.4,26.2,,2.7,73.6,1003,19,6.6,25.7,3.7,5.3
922,2020-05-02,861,20.3,18,23.9,0,2.3,79.6,1001.3,9.4,9,22.7,1.9,2.8
923,2020-05-03,896,21.8,17,27.4,0,2,68.8,996,19.4,7,26.7,4.1,5.9
924,2020-05-04,1304,20.2,14.8,25.3,,2.7,63.9,998.1,25.4,3.4,28.9,5,7.1
925,2020-05-05,1090,16,13.1,19.3,,1.9,67.9,1001.5,9.4,5.4,17.1,2.2,3.2
926,2020-05-06,902,19.4,11.1,27.6,,2.1,50,1003.7,28.5,1.8,26.5,7,10.1
927,2020-05-07,1367,20.7,14.9,26.5,,2.5,32.5,1007.1,23.9,6.8,25.7,6.1,8.7
928,2020-05-08,1552,19.9,14.3,27.3,2.3,2.4,32.8,1004.4,23.3,7.4,27.3,5.7,8.1
929,2020-05-09,831,14.2,12.7,16.8,24.4,3.6,94.4,994.8,3,10,15.1,0.6,0.9
930,2020-05-10,785,14.4,12.8,16.6,1.3,2.5,88.6,997,6.8,9,15.7,1.5,2.1
931,2020-05-11,1176,16.5,12.4,22,3.4,3,61,997.7,23,8.1,20.2,4.8,6.8
932,2020-05-12,1625,14.3,10.5,18.9,0.7,2.9,69.4,995.1,13.6,3.3,17.6,2.7,3.9
933,2020-05-13,1328,16.1,10.2,21.8,,2.8,47.3,1005.1,29.7,0.6,20.5,6.4,9.1
934,2020-05-14,1656,19.3,12.4,25.4,,2,35.4,1006,20.6,8.3,21.8,5,7.1
935,2020-05-15,1813,16.1,14.1,20.2,12,3,81.4,998.8,3.4,10,15.9,0.7,1
936,2020-05-16,979,16.7,15,20.3,2.5,1.6,90.3,996.6,7.6,9.5,18.3,1.3,1.9
937,2020-05-17,1434,19.1,14.6,24.9,0,1.7,80.1,995.3,15.3,7.1,21.2,2.6,3.6
938,2020-05-18,1952,19.1,13.2,26.8,29.8,2.4,79.4,988.4,14.1,8.5,21.6,2.8,4
939,2020-05-19,1338,13,10.1,17.1,19,3.2,73.6,990.7,15.3,7.6,16.1,2.9,4.1
940,2020-05-20,1010,14.4,9.2,20.1,0,1.9,60.4,1001.7,20.9,6,17.3,3.9,5.5
941,2020-05-21,1540,17.4,10.9,22.9,,2.1,56.1,1004.4,24.4,4.8,20.5,4.1,5.9
